uid,topic,level,objective
79,Parler d'un tournoi,A1,
80,Parler d'un tournoi,A1,
81,Établir des contacts,A1,
82,Décrire la géographie,A1,
83,Parler de loisirs,A1,
84,Parler de loisirs,A1,
85,Parler de loisirs,A1,
86,Parler de loisirs,A1,
87,Parler de loisirs,A1,
88,Faire du shopping,A1,
89,Faire du shopping,A1,
90,Raconter des anecdotes,A1,
91,Parler d'intérêts,A1,
92,Parler d'intérêts,A1,
93,Parler d'intérêts,A1,
94,Engager une conversation,A1,
95,Partager des anecdotes,A1,
96,Raconter son dernier voyage,A1,
97,Raconter son dernier voyage,A1,
98,Raconter son dernier voyage,A1,
99,Rencontrer des amis,A1,
100,Rencontrer des amis,A1,
101,Rencontrer des amis,A1,
102,Rencontrer des amis,A1,
103,Parler de ses parents,A1,
104,Donner des suggestions,A1,
105,Donner des suggestions,A1,
106,Donner des suggestions,A1,
107,Donner des suggestions,A1,
108,Donner des suggestions,A1,
109,S'excuser,A1,
110,S'excuser,A1,
111,S'excuser,A1,
112,Emmener sa voiture au garage,A1,
113,Emmener sa voiture au garage,A1,
114,Consulter son médecin,A1,
115,Parler de sa vie scolaire,A1,
116,Parler de sa vie scolaire,A1,
117,Planifier une fête,A1,
118,Planifier une fête,A1,
119,Parler du trafic,A1,
120,Parler du trafic,A1,
121,Parler du trafic,A1,
122,Parler du trafic,A1,
123,Décrire la nature,A1,
124,Décrire la nature,A1,
125,Parler du monde du travail,A1,
126,Parler de célébrités,A1,
127,Parler de célébrités,A1,
128,Parler de célébrités,A1,
129,Parler de célébrités,A1,
130,Parler de célébrités,A1,
131,Parler de nourriture,A1,
132,Rendre un article,A1,
133,Faire une annonce,A1,
134,Faire une annonce,A1,
135,Faire une annonce,A1,
136,Faire une annonce,A1,
137,Décrire son domicile,A1,
138,Parler de erreurs,A1,
139,Exprimer la peur,A1,
140,Exprimer la peur,A1,
141,Exprimer la peur,A1,
142,Exprimer la peur,A1,
143,Utiliser Internet,A1,
144,Utiliser Internet,A1,
145,Parler d'art,A1,
146,Parler d'art,A1,
147,Parler d'art,A1,
148,Parler d'art,A1,
149,Dîner dans un restaurant,A1,
150,Dîner dans un restaurant,A1,
151,Dîner dans un restaurant,A1,
152,Dîner dans un restaurant,A1,
153,Donner son opinion sur le sport,A1,
154,Parler du bien-être,A1,
155,Collaborer au bureau,A1,
156,Résoudre des problèmes,A1,
157,Parler des nouvelles,A1,
158,Exprimer des souhaits,A1,
159,Exprimer des souhaits,A1,
160,Donner des conseils de santé,A1,
161,Parler du jardinage,A1,
162,Planifier un voyage,A1,
163,Prédire la météo,A1,
164,Prédire la météo,A1,
165,Prédire la météo,A1,
166,Prédire la météo,A1,
167,Prédire la météo,A1,
168,Avertir des risques,A1,
169,Parler de tâches,A1,
170,Parler de tâches,A1,
171,Parler de tâches,A1,
172,Parler de tâches,A1,
173,Parler de tâches,A1,
174,Démentir des stéréotypes,A1,
175,Reconnaître des erreurs,A1,
176,Se souvenir du passé,A1,
177,Se souvenir du passé,A1,
178,Se souvenir du passé,A1,
179,Se souvenir du passé,A1,
180,Bavarder au travail,A1,
181,Parler de rénovations,A1,
182,Rumorer,A1,
183,Rumorer,A1,
184,Rumorer,A1,
185,Rumorer,A1,
186,Rumorer,A1,
187,Rumorer,A1,
188,Déposer une plainte,A1,
189,Consoler quelqu'un,A1,
190,Négocier au travail,A1,
191,Négocier au travail,A1,
192,Négocier au travail,A1,
193,Négocier au travail,A1,
194,Négocier au travail,A1,
195,Donner des explications,A1,
196,Parler de l'histoire de la musique,A1,
197,Exprimer le désaccord,A1,
198,Exprimer la frustration,A1,
199,Décrire un déménagement en ville,A1,
200,Voyager dans un parc à thème,A1,
201,Négocier les tâches ménagères,A1,
202,Exprimer la certitude ou l'incertitude,A1,
203,Exprimer des vœux heureux,A1,
204,Exprimer des vœux heureux,A1,
205,Utiliser le futur perfect continuous,A1,
206,Répondre à un ordre ou une demande,A1,
207,Commander dans un café,A2,
208,Commander dans un café,A2,
209,Commander dans un café,A2,
210,Commander dans un café,A2,
211,Saluer et se présenter,A2,
212,Décrire des vêtements,A2,
213,Saluer et dire au revoir,A2,
214,Saluer et dire au revoir,A2,
215,Parler de voyages,A2,
216,Demander des services,A2,
217,Demander et dire l'heure,A2,
218,Décrire sa famille,A2,
219,Décrire sa famille,A2,
220,Décrire la météo,A2,
221,Décrire la météo,A2,
222,Décrire la météo,A2,
223,Décrire la météo,A2,
224,Décrire la météo,A2,
225,Décrire la météo,A2,
226,Décrire la météo,A2,
227,Décrire la météo,A2,
228,Décrire la météo,A2,
229,Décrire une ville,A2,
230,Décrire une ville,A2,
231,Commander dans un restaurant,A2,
232,Commander dans un restaurant,A2,
233,Décrire sa maison,A2,
234,Décrire sa maison,A2,
235,Décrire sa maison,A2,
236,Décrire sa maison,A2,
237,Parler de projets,A2,
238,Donner des descriptions,A2,
239,Donner des descriptions,A2,
240,Demander des directions,A2,
241,Bavarder à l'école,A2,
242,Faire des comparaisons,A2,
243,Faire des comparaisons,A2,
244,Faire des comparaisons,A2,
245,Parler de l'avenir,A2,
246,Parler de l'avenir,A2,
247,Parler de son travail,A2,
248,Parler de la nature,A2,
249,Parler de temps libre,A2,
250,Parler de temps libre,A2,
251,Parler de temps libre,A2,
252,Parler de temps libre,A2,
253,Mentionner ce qu'on a pour le petit-déjeuner,A2,
254,Décrire des meubles,A2,
255,Décrire des meubles,A2,
256,Rumorer sur les autres,A2,
257,Parler d'accidents,A2,
258,Parler d'accidents,A2,
259,Donner des conseils,A2,
260,Donner des conseils,A2,
261,Donner des conseils,A2,
262,Donner des conseils,A2,
263,Donner des conseils,A2,
264,Acheter des vêtements,A2,
265,Parler de professions,A2,
266,Parler de sa santé,A2,
267,Parler de sa santé,A2,
268,Parler de sa santé,A2,
269,Parler de sa santé,A2,
270,Participer en classe,A2,
271,Participer en classe,A2,
272,Participer en classe,A2,
273,Participer en classe,A2,
274,Parler des affaires,A2,
275,Parler de lieux,A2,
276,Parler de lieux,A2,
277,Parler de lieux,A2,
278,Parler de lieux,A2,
279,Interagir socialement,A2,
280,Interagir socialement,A2,
281,Décrire des maladies,A2,
282,Décrire des maladies,A2,
283,Chercher un logement,A2,
284,Chercher un logement,A2,
285,Identifier des ingrédients,A2,
286,Parler des tâches scolaires,A2,
287,Décrire un mariage,A2,
288,Décrire un mariage,A2,
289,Parler de souvenirs,A2,
290,Donner son opinion sur les vêtements,A2,
291,Décrire un voyage,A2,
292,Parler d'animaux,A2,
293,Parler de la romance,A2,
294,Parler de la romance,A2,
295,Parler de la romance,A2,
296,Parler de la romance,A2,
297,Assister à un entretien,A2,
298,Assister à un entretien,A2,
299,Assister à un entretien,A2,
300,Assister à un entretien,A2,
301,Participer à un débat,A2,
302,Raconter un rêve,A2,
303,Raconter un rêve,A2,
304,Raconter un rêve,A2,
305,Décrire des costumes,A2,
306,Raconter un voyage,A2,
307,Raconter une aventure,A2,
308,Raconter une aventure,A2,
309,Raconter une aventure,A2,
310,Exprimer la surprise,A2,
311,Exprimer la surprise,A2,
312,Exprimer la surprise,A2,
313,Parler de la technologie,A2,
314,Parler de la technologie,A2,
315,Parler du cinéma,A2,
316,Parler d'un tournoi,A2,
317,Parler d'un tournoi,A2,
318,Établir des contacts,A2,
319,Donner son opinion sur la musique,A2,
320,Parler de crimes,A2,
321,Parler de loisirs,A2,
322,Parler de loisirs,A2,
323,Parler de loisirs,A2,
324,Parler de loisirs,A2,
325,Parler de loisirs,A2,
326,Parler de loisirs,A2,
327,Faire du shopping,A2,
328,Faire du shopping,A2,
329,Faire du shopping,A2,
330,Exprimer la gratitude,A2,
331,Exprimer la gratitude,A2,
332,Parler d'intérêts,A2,
333,Parler d'intérêts,A2,
334,Parler d'intérêts,A2,
335,Partager des anecdotes,A2,
336,Raconter son dernier voyage,A2,
337,Raconter son dernier voyage,A2,
338,Rencontrer des amis,A2,
339,Rencontrer des amis,A2,
340,Rencontrer des amis,A2,
341,Rencontrer des amis,A2,
342,Parler de ses parents,A2,
343,Faire une réclamation,A2,
344,Parler de la religion,A2,
345,Donner des suggestions,A2,
346,Donner des suggestions,A2,
347,Donner des suggestions,A2,
348,Donner des suggestions,A2,
349,Donner des suggestions,A2,
350,Donner des suggestions,A2,
351,S'excuser,A2,
352,S'excuser,A2,
353,S'excuser,A2,
354,S'excuser,A2,
355,Emmener sa voiture au garage,A2,
356,Emmener sa voiture au garage,A2,
357,Consulter son médecin,A2,
358,Parler de sa vie scolaire,A2,
359,Parler de sa vie scolaire,A2,
360,Parler de sa vie scolaire,A2,
361,Parler de sa vie scolaire,A2,
362,Planifier une fête,A2,
363,Planifier une fête,A2,
364,Parler du trafic,A2,
365,Parler du trafic,A2,
366,Parler du trafic,A2,
367,Parler du trafic,A2,
368,Parler du trafic,A2,
369,Parler du trafic,A2,
370,Décrire la nature,A2,
371,Décrire la nature,A2,
372,Décrire des lieux,A2,
373,Décrire des lieux,A2,
374,Parler de célébrités,A2,
375,Parler de célébrités,A2,
376,Parler de célébrités,A2,
377,Parler de nourriture,A2,
378,Rendre un article,A2,
379,Faire une annonce,A2,
380,Faire une annonce,A2,
381,Faire une annonce,A2,
382,Faire une annonce,A2,
383,Décrire son domicile,A2,
384,Parler de erreurs,A2,
385,Exprimer la peur,A2,
386,Exprimer la peur,A2,
387,Exprimer la peur,A2,
388,Exprimer la peur,A2,
389,Exprimer la peur,A2,
390,Exprimer la peur,A2,
391,Exprimer la peur,A2,
392,Exprimer la peur,A2,
393,Utiliser Internet,A2,
394,Parler d'art,A2,
395,Parler d'art,A2,
396,Dîner dans un restaurant,A2,
397,Dîner dans un restaurant,A2,
398,Parler de l'environnement,A2,
399,Comparer des offres,A2,
400,Parler du bien-être,A2,
401,Collaborer au bureau,A2,
402,Parler des nouvelles,A2,
403,Exprimer des souhaits,A2,
404,Exprimer des souhaits,A2,
405,Exprimer des souhaits,A2,
406,Entreprendre des projets,A2,
407,Planifier un voyage,A2,
408,Planifier un voyage,A2,
409,Parler de la politique,A2,
410,Prédire la météo,A2,
411,Prédire la météo,A2,
412,Prédire la météo,A2,
413,Avertir des risques,A2,
414,Parler de tâches,A2,
415,Parler de tâches,A2,
416,Parler de tâches,A2,
417,Parler de tâches,A2,
418,Parler de tâches,A2,
419,Parler de tâches,A2,
420,Parler de tâches,A2,
421,Reconnaître des erreurs,A2,
422,Reconnaître des erreurs,A2,
423,Reconnaître des erreurs,A2,
424,Parler d'études,A2,
425,Se souvenir du passé,A2,
426,Se souvenir du passé,A2,
427,Bavarder au travail,A2,
428,Bavarder au travail,A2,
429,Bavarder au travail,A2,
430,Décrire des symptômes,A2,
431,Parler d'objectifs,A2,
432,Rumorer,A2,
433,Rumorer,A2,
434,Rumorer,A2,
435,Rumorer,A2,
436,Rumorer,A2,
437,Rumorer,A2,
438,Rumorer,A2,
439,Parler de la télévision,A2,
440,Consoler quelqu'un,A2,
441,Consoler quelqu'un,A2,
442,Maintenir une conversation,A2,
443,Négocier au travail,A2,
444,Négocier au travail,A2,
445,Négocier au travail,A2,
446,Négocier au travail,A2,
447,Accuser quelqu'un,A2,
448,Donner des explications,A2,
449,Comprendre les actualités locales,A2,
450,Exprimer le désaccord,A2,
451,Exprimer le désaccord,A2,
452,Exprimer la frustration,A2,
453,Décrire un déménagement en ville,A2,
454,Voyager dans un parc à thème,A2,
455,Voyager dans un parc à thème,A2,
456,Négocier les tâches ménagères,A2,
457,Négocier les tâches ménagères,A2,
458,Exprimer la certitude ou l'incertitude,A2,
459,Exprimer des vœux heureux,A2,
460,Utiliser le futur perfect continuous,A2,
461,Répondre à un ordre ou une demande,A2,
462,Commander dans un café,B1,
463,Commander dans un café,B1,
464,Commander dans un café,B1,
465,Commander dans un café,B1,
466,Commander dans un café,B1,
467,Commander dans un café,B1,
468,Commander dans un café,B1,
469,Commander dans un café,B1,
470,Commander dans un café,B1,
471,Commander dans un café,B1,
472,Saluer et se présenter,B1,
473,Saluer et se présenter,B1,
474,Décrire des vêtements,B1,
475,Décrire une journée ordinaire,B1,
476,Décrire une journée ordinaire,B1,
477,Saluer et dire au revoir,B1,
478,Saluer et dire au revoir,B1,
479,Saluer et dire au revoir,B1,
480,Saluer et dire au revoir,B1,
481,Exprimer des humeurs,B1,
482,Demander des services,B1,
483,Demander et dire l'heure,B1,
484,Demander et dire l'heure,B1,
485,Décrire sa famille,B1,
486,Décrire sa famille,B1,
487,Décrire sa famille,B1,
488,Décrire sa famille,B1,
489,Décrire sa famille,B1,
490,Décrire sa famille,B1,
491,Décrire la météo,B1,
492,Décrire la météo,B1,
493,Décrire la météo,B1,
494,Décrire la météo,B1,
495,Décrire la météo,B1,
496,Décrire la météo,B1,
497,Décrire la météo,B1,
498,Décrire la météo,B1,
499,Décrire la météo,B1,
500,Décrire la météo,B1,
501,Décrire la météo,B1,
502,Décrire la météo,B1,
503,Décrire la météo,B1,
504,Décrire la météo,B1,
505,Décrire la météo,B1,
506,Décrire une ville,B1,
507,Décrire une ville,B1,
508,Décrire une ville,B1,
509,Décrire une ville,B1,
510,Décrire une ville,B1,
511,Commander dans un restaurant,B1,
512,Commander dans un restaurant,B1,
513,Commander dans un restaurant,B1,
514,Commander dans un restaurant,B1,
515,Commander dans un restaurant,B1,
516,Décrire des personnes,B1,
517,Décrire sa maison,B1,
518,Décrire sa maison,B1,
519,Décrire sa maison,B1,
520,Décrire sa maison,B1,
521,Décrire sa maison,B1,
522,Décrire sa maison,B1,
523,Décrire sa maison,B1,
524,Parler de projets,B1,
525,Parler de projets,B1,
526,Parler de projets,B1,
527,Parler de projets,B1,
528,Donner des descriptions,B1,
529,Donner des descriptions,B1,
530,Donner des descriptions,B1,
531,Bavarder à l'école,B1,
532,Bavarder à l'école,B1,
533,Bavarder à l'école,B1,
534,Faire des comparaisons,B1,
535,Faire des comparaisons,B1,
536,Faire des comparaisons,B1,
537,Faire des comparaisons,B1,
538,Faire des comparaisons,B1,
539,Planifier des activités,B1,
540,Parler de l'avenir,B1,
541,Parler de l'avenir,B1,
542,Parler de l'avenir,B1,
543,Parler de l'avenir,B1,
544,Parler de l'avenir,B1,
545,Exprimer son opinion,B1,
546,Parler de son travail,B1,
547,Bavarder avec les autres,B1,
548,Parler de festivals,B1,
549,Parler de festivals,B1,
550,Parler de festivals,B1,
551,Parler de la nature,B1,
552,Parler de sujets de santé,B1,
553,Parler de sujets de santé,B1,
554,Décrire des objets,B1,
555,Parler de temps libre,B1,
556,Parler de temps libre,B1,
557,Parler de temps libre,B1,
558,Parler de temps libre,B1,
559,Mentionner ce qu'on a pour le petit-déjeuner,B1,
560,Mentionner ce qu'on a pour le petit-déjeuner,B1,
561,Mentionner ce qu'on a pour le petit-déjeuner,B1,
562,Décrire des meubles,B1,
563,Décrire des meubles,B1,
564,Décrire des meubles,B1,
565,Décrire des meubles,B1,
566,Décrire des meubles,B1,
567,Rumorer sur les autres,B1,
568,Indiquer des quantités,B1,
569,Donner des conseils,B1,
570,Donner des conseils,B1,
571,Donner des conseils,B1,
572,Donner des conseils,B1,
573,Donner des conseils,B1,
574,Donner des conseils,B1,
575,Donner des conseils,B1,
576,Donner des conseils,B1,
577,Acheter des vêtements,B1,
578,Parler de professions,B1,
579,Parler de professions,B1,
580,Parler de professions,B1,
581,Parler de professions,B1,
582,Parler de sa santé,B1,
583,Parler de sa santé,B1,
584,Parler de sa santé,B1,
585,Parler de sa santé,B1,
586,Parler de sa santé,B1,
587,Parler de sa santé,B1,
588,Parler de sa santé,B1,
589,Participer en classe,B1,
590,Participer en classe,B1,
591,Participer en classe,B1,
592,Participer en classe,B1,
593,Participer en classe,B1,
594,Participer en classe,B1,
595,Participer en classe,B1,
596,Parler des affaires,B1,
597,Parler de lieux,B1,
598,Parler de lieux,B1,
599,Parler de lieux,B1,
600,Parler de lieux,B1,
601,Parler de lieux,B1,
602,Parler de lieux,B1,
603,Interagir socialement,B1,
604,Interagir socialement,B1,
605,Interagir socialement,B1,
606,Interagir socialement,B1,
607,Interagir socialement,B1,
608,Interagir socialement,B1,
609,Interagir socialement,B1,
610,Interagir socialement,B1,
611,Interagir socialement,B1,
612,Interagir socialement,B1,
613,Interagir socialement,B1,
614,Interagir socialement,B1,
615,Interagir socialement,B1,
616,Décrire des maladies,B1,
617,Décrire des maladies,B1,
618,Décrire des maladies,B1,
619,Décrire des maladies,B1,
620,Chercher un logement,B1,
621,Chercher un logement,B1,
622,Chercher un logement,B1,
623,Chercher un logement,B1,
624,Parler des tâches ménagères,B1,
625,Identifier des ingrédients,B1,
626,Identifier des ingrédients,B1,
627,Décrire des activités,B1,
628,Parler des tâches scolaires,B1,
629,Parler des tâches scolaires,B1,
630,Analyser des professions,B1,
631,Analyser des professions,B1,
632,Décrire un mariage,B1,
633,Décrire un mariage,B1,
634,Décrire un mariage,B1,
635,Décrire un mariage,B1,
636,Parler de souvenirs,B1,
637,Parler de souvenirs,B1,
638,Parler de souvenirs,B1,
639,Parler de souvenirs,B1,
640,Donner son opinion sur les vêtements,B1,
641,Décrire un voyage,B1,
642,Décrire un voyage,B1,
643,Parler d'animaux,B1,
644,Parler d'animaux,B1,
645,Parler d'animaux,B1,
646,Parler de la romance,B1,
647,Parler de la romance,B1,
648,Parler de la romance,B1,
649,Parler de la romance,B1,
650,Assister à un entretien,B1,
651,Assister à un entretien,B1,
652,Assister à un entretien,B1,
653,Assister à un entretien,B1,
654,Assister à un entretien,B1,
655,Assister à un entretien,B1,
656,Assister à un entretien,B1,
657,Participer à un débat,B1,
658,Participer à un débat,B1,
659,Participer à un débat,B1,
660,Raconter un rêve,B1,
661,Raconter un rêve,B1,
662,Raconter un rêve,B1,
663,Raconter un rêve,B1,
664,Décrire des costumes,B1,
665,Raconter un voyage,B1,
666,Raconter un voyage,B1,
667,Raconter une aventure,B1,
668,Raconter une aventure,B1,
669,Raconter une aventure,B1,
670,Raconter une aventure,B1,
671,Raconter une aventure,B1,
672,Raconter une aventure,B1,
673,Confier des secrets,B1,
674,Parler de ses études,B1,
675,Décrire un déménagement,B1,
676,Décrire un déménagement,B1,
677,Décrire un déménagement,B1,
678,Exprimer la surprise,B1,
679,Exprimer la surprise,B1,
680,Exprimer la surprise,B1,
681,Exprimer la surprise,B1,
682,Exprimer la surprise,B1,
683,Exprimer la surprise,B1,
684,Exprimer la surprise,B1,
685,Parler de la technologie,B1,
686,Parler de la technologie,B1,
687,Parler de la technologie,B1,
688,Parler du cinéma,B1,
689,Parler du cinéma,B1,
690,Parler d'un tournoi,B1,
691,Parler d'un tournoi,B1,
692,Parler d'un tournoi,B1,
693,Parler d'un tournoi,B1,
694,Parler d'un tournoi,B1,
695,Établir des contacts,B1,
696,Décrire la géographie,B1,
697,Décrire la géographie,B1,
698,Décrire la géographie,B1,
699,Décrire la géographie,B1,
700,Donner son opinion sur la musique,B1,
701,Parler de crimes,B1,
702,Parler de crimes,B1,
703,Parler de loisirs,B1,
704,Parler de loisirs,B1,
705,Parler de loisirs,B1,
706,Parler de loisirs,B1,
707,Parler de loisirs,B1,
708,Parler de loisirs,B1,
709,Parler de loisirs,B1,
710,Parler de loisirs,B1,
711,Parler de loisirs,B1,
712,Faire du shopping,B1,
713,Faire du shopping,B1,
714,Faire du shopping,B1,
715,Raconter des anecdotes,B1,
716,Raconter des anecdotes,B1,
717,Exprimer la gratitude,B1,
718,Exprimer la gratitude,B1,
719,Exprimer la gratitude,B1,
720,Exprimer la gratitude,B1,
721,Parler d'intérêts,B1,
722,Parler d'intérêts,B1,
723,Parler d'intérêts,B1,
724,Parler d'intérêts,B1,
725,Parler d'intérêts,B1,
726,Parler d'intérêts,B1,
727,Engager une conversation,B1,
728,Partager des anecdotes,B1,
729,Partager des anecdotes,B1,
730,Partager des anecdotes,B1,
731,Raconter son dernier voyage,B1,
732,Raconter son dernier voyage,B1,
733,Raconter son dernier voyage,B1,
734,Raconter son dernier voyage,B1,
735,Raconter son dernier voyage,B1,
736,Raconter son dernier voyage,B1,
737,Rencontrer des amis,B1,
738,Rencontrer des amis,B1,
739,Rencontrer des amis,B1,
740,Rencontrer des amis,B1,
741,Rencontrer des amis,B1,
742,Rencontrer des amis,B1,
743,Rencontrer des amis,B1,
744,Rencontrer des amis,B1,
745,Rencontrer des amis,B1,
746,Parler de ses parents,B1,
747,Répéter des informations,B1,
748,Répéter des informations,B1,
749,Répéter des informations,B1,
750,Parler de la religion,B1,
751,Parler de la religion,B1,
752,Donner des suggestions,B1,
753,Donner des suggestions,B1,
754,Donner des suggestions,B1,
755,Donner des suggestions,B1,
756,Donner des suggestions,B1,
757,Donner des suggestions,B1,
758,Donner des suggestions,B1,
759,Donner des suggestions,B1,
760,Donner des suggestions,B1,
761,Donner des suggestions,B1,
762,Donner des suggestions,B1,
763,Donner des suggestions,B1,
764,Planifier un déménagement,B1,
765,S'excuser,B1,
766,S'excuser,B1,
767,S'excuser,B1,
768,S'excuser,B1,
769,S'excuser,B1,
770,S'excuser,B1,
771,S'excuser,B1,
772,S'excuser,B1,
773,S'excuser,B1,
774,Parler de ses objectifs,B1,
775,Emmener sa voiture au garage,B1,
776,Emmener sa voiture au garage,B1,
777,Donner son opinion sur la nourriture,B1,
778,Donner son opinion sur la nourriture,B1,
779,Donner son opinion sur la nourriture,B1,
780,Consulter son médecin,B1,
781,Consulter son médecin,B1,
782,Parler de sa vie scolaire,B1,
783,Parler de sa vie scolaire,B1,
784,Parler de sa vie scolaire,B1,
785,Planifier une fête,B1,
786,Planifier une fête,B1,
787,Planifier une fête,B1,
788,Planifier une fête,B1,
789,Planifier une fête,B1,
790,Parler du trafic,B1,
791,Parler du trafic,B1,
792,Parler du trafic,B1,
793,Parler du trafic,B1,
794,Parler du trafic,B1,
795,Parler du trafic,B1,
796,Parler du trafic,B1,
797,Parler du trafic,B1,
798,Parler du trafic,B1,
799,Parler du trafic,B1,
800,Parler du trafic,B1,
801,Parler du trafic,B1,
802,Parler du trafic,B1,
803,Parler du trafic,B1,
804,Décrire la nature,B1,
805,Décrire la nature,B1,
806,Décrire la nature,B1,
807,Décrire la nature,B1,
808,Décrire la nature,B1,
809,Décrire la nature,B1,
810,Demander et donner des conseils,B1,
811,Parler du monde du travail,B1,
812,Décrire des lieux,B1,
813,Décrire des lieux,B1,
814,Décrire des lieux,B1,
815,Parler de célébrités,B1,
816,Parler de célébrités,B1,
817,Parler de célébrités,B1,
818,Parler de célébrités,B1,
819,Parler de célébrités,B1,
820,Parler de célébrités,B1,
821,Parler de célébrités,B1,
822,Parler de nourriture,B1,
823,Parler de nourriture,B1,
824,Parler de nourriture,B1,
825,Parler de nourriture,B1,
826,Parler de nourriture,B1,
827,Parler de nourriture,B1,
828,Rendre un article,B1,
829,Rendre un article,B1,
830,Faire une annonce,B1,
831,Faire une annonce,B1,
832,Faire une annonce,B1,
833,Faire une annonce,B1,
834,Faire une annonce,B1,
835,Faire une annonce,B1,
836,Faire une annonce,B1,
837,Faire une annonce,B1,
838,Faire une annonce,B1,
839,Faire une annonce,B1,
840,Décrire son domicile,B1,
841,Décrire son domicile,B1,
842,Décrire son domicile,B1,
843,Décrire son domicile,B1,
844,Parler de erreurs,B1,
845,Exprimer la peur,B1,
846,Exprimer la peur,B1,
847,Exprimer la peur,B1,
848,Exprimer la peur,B1,
849,Exprimer la peur,B1,
850,Exprimer la peur,B1,
851,Exprimer la peur,B1,
852,Exprimer la peur,B1,
853,Exprimer la peur,B1,
854,Exprimer la peur,B1,
855,Exprimer la peur,B1,
856,Exprimer la peur,B1,
857,Utiliser Internet,B1,
858,Utiliser Internet,B1,
859,Utiliser Internet,B1,
860,Parler d'art,B1,
861,Parler d'art,B1,
862,Parler d'art,B1,
863,Parler d'art,B1,
864,Parler d'art,B1,
865,Parler d'art,B1,
866,Parler d'art,B1,
867,Parler d'art,B1,
868,Décrire des traditions,B1,
869,Dîner dans un restaurant,B1,
870,Dîner dans un restaurant,B1,
871,Dîner dans un restaurant,B1,
872,Parler de l'environnement,B1,
873,Parler de l'environnement,B1,
874,Comparer des offres,B1,
875,Donner son opinion sur le sport,B1,
876,Parler du bien-être,B1,
877,Parler du bien-être,B1,
878,Parler du bien-être,B1,
879,Collaborer au bureau,B1,
880,Collaborer au bureau,B1,
881,Résoudre des problèmes,B1,
882,Résoudre des problèmes,B1,
883,Parler des nouvelles,B1,
884,Exprimer des souhaits,B1,
885,Exprimer des souhaits,B1,
886,Exprimer des souhaits,B1,
887,Exprimer des souhaits,B1,
888,Donner et demander la permission,B1,
889,Donner des conseils de santé,B1,
890,Parler de déménagements,B1,
891,Parler de déménagements,B1,
892,Parler de déménagements,B1,
893,Parler du jardinage,B1,
894,Parler du jardinage,B1,
895,Planifier un voyage,B1,
896,Planifier un voyage,B1,
897,Parler de la politique,B1,
898,Parler de la politique,B1,
899,Parler de la politique,B1,
900,Prédire la météo,B1,
901,Prédire la météo,B1,
902,Prédire la météo,B1,
903,Prédire la météo,B1,
904,Prédire la météo,B1,
905,Prédire la météo,B1,
906,Prédire la météo,B1,
907,Prédire la météo,B1,
908,Prédire la météo,B1,
909,Avertir des risques,B1,
910,Avertir des risques,B1,
911,Avertir des risques,B1,
912,Parler de tâches,B1,
913,Parler de tâches,B1,
914,Parler de tâches,B1,
915,Parler de tâches,B1,
916,Parler de tâches,B1,
917,Parler de tâches,B1,
918,Parler de tâches,B1,
919,Parler de tâches,B1,
